GID,Pos,Name,Team,Opponent,Home/Away,Salary,Salary Change,Points,GP,Pts/Game,Pts/G/$,Pts/G(alt),Bye week,YTD Salary H/L
5581,RB,"Ham, C.J.",min,det,H,3000,0,8.3,2,4.15,1.38,2.2,9,
1495,QB,"Hogan, Kevin",cle,cin,H,4600,0,8.22,1,8.22,1.79,0,9,
5264,WR,"Brown, John",ari,sfo,H,5100,0,8.2,1,8.2,1.61,0,8,
5441,RB,"Brown, Malcolm",lar,dal,A,3900,0,8.2,2,4.1,1.05,0,8,
5583,RB,"Clement, Corey",phi,lac,A,3800,800,8.2,1,8.2,2.16,8.2,10,H
2908,RB,"Juszczyk, Kyle",sfo,ari,A,3000,0,8.1,2,4.05,1.35,4.4,11,
4602,TE,"Seferian-Jenkins, Austin",nyj,jac,H,3000,0,8.1,1,8.1,2.7,8.1,11,
4692,TE,"Derby, A.J.",den,oak,H,2500,0,7.9,3,2.63,1.05,1.5,5,
4650,TE,"Williams, Maxx",bal,pit,H,2500,0,7.8,2,3.9,1.56,0,10,
4670,TE,"Tye, Will",nyj,jac,H,2600,0,7.8,2,3.9,1.5,0,11,
4660,TE,"Boyle, Nick",bal,pit,H,2500,0,7.7,3,2.57,1.03,3.4,10,
2645,RB,"Johnson, Chris",ari,sfo,H,4200,0,7.5,2,3.75,0.89,3.1,8,
5579,WR,"Godwin, Chris",tam,nyg,H,3000,0,7.4,2,3.7,1.23,7.4,1,
4652,TE,"Kroft, Tyler",cin,cle,A,2600,100,7.3,2,3.65,1.4,5.8,6,H
4661,TE,"O'Leary, Nick",buf,atl,A,2500,0,7.3,2,3.65,1.46,4.1,6,
2867,RB,"Turbin, Robert",ind,sea,A,3700,0,7.2,3,2.4,0.65,3,11,
4586,TE,"Hill, Josh",no,mia,A,2500,0,7.2,2,3.6,1.44,1.3,5,
4709,TE,"Shaheen, Adam",chi,gb,A,2500,0,7.2,1,7.2,2.88,7.2,9,
5239,WR,"Golden, Brittan",ari,sfo,H,3000,0,7,2,3.5,1.17,3.1,8,
5544,RB,"McGuire, Elijah",nyj,jac,H,3600,100,7,2,3.5,0.97,2.4,11,H
7016,D,Miami,mia,no,H,2400,-1300,7,2,3.5,1.46,5,1,L
5557,WR,"Jones, Zay",buf,atl,A,3100,0,6.9,3,2.3,0.74,0,6,
4599,TE,"Carrier, Derek",lar,dal,A,2500,0,6.8,3,2.27,0.91,2.7,8,
2689,RB,"Woodhead, Danny",bal,pit,H,4000,4000,6.7,1,6.7,1.68,0,10,H
4482,TE,"Dickson, Ed",car,ne,A,2800,100,6.4,3,2.13,0.76,1.8,11,H
5551,WR,"Stewart, ArDarius",nyj,jac,H,3000,-100,6.4,2,3.2,1.07,3.4,11,L
5413,RB,"Fowler, Jalston",ten,hou,A,3000,0,6.3,1,6.3,2.1,0,8,
5578,WR,"Hollins, Mack",phi,lac,A,3000,0,6.2,1,6.2,2.07,0,10,
5134,WR,"Robinson, Aldrick",sfo,ari,A,3000,0,6,2,3,1,4.3,11,
4554,TE,"Ellison, Rhett",nyg,tam,A,2500,0,6,2,3,1.2,0,8,
4368,TE,"Olsen, Greg",car,ne,A,4700,-200,5.8,2,2.9,0.62,0,11,L
4679,TE,"Anderson, Stephen",hou,ten,H,2800,-100,5.8,2,2.9,1.04,2.4,7,L
4662,TE,"Momah, Ifeanyi",ari,sfo,H,2500,0,5.6,1,5.6,2.24,0,8,
5570,WR,"Cole, Keelan",jac,nyj,A,3000,0,5.6,3,1.87,0.62,2.3,8,
3809,WR,"Wallace, Mike",bal,pit,H,3500,-200,5.5,3,1.83,0.52,2,10,L
4676,TE,"Heuerman, Jeff",den,oak,H,2500,0,5.5,2,2.75,1.1,0,5,
5476,WR,"Miller, Braxton",hou,ten,H,3000,-100,5.5,3,1.83,0.61,2.5,7,L
1401,QB,"Mallett, Ryan",bal,pit,H,4000,0,5.44,1,5.44,1.36,5.44,10,
5575,RB,"Ekeler, Austin",lac,phi,H,3000,0,5.4,3,1.8,0.6,1.6,9,
2911,RB,"Cunningham, Benny",chi,gb,A,3000,0,5.3,2,2.65,0.88,5.3,9,
4576,TE,"Sims, Dion",chi,gb,A,2500,0,5.1,2,2.55,1.02,0,9,
4680,TE,"Higbee, Tyler",lar,dal,A,2500,0,5.1,3,1.7,0.68,1.4,8,
4664,TE,"O'Shaughnessy, James",jac,nyj,A,2500,0,5,2,2.5,1,2.2,8,
4700,TE,"Howard, O.J.",tam,nyg,H,2700,0,4.9,2,2.45,0.91,2.2,1,
4686,TE,"Adams, Jerell",nyg,tam,A,2500,0,4.8,1,4.8,1.92,0,8,
4590,TE,"Williams, Brandon",ind,sea,A,2500,0,4.7,2,2.35,0.94,1.7,11,
4618,TE,"Burton, Trey",phi,lac,A,2500,0,4.7,2,2.35,0.94,2.7,10,
5507,RB,"Barber, Peyton",tam,nyg,H,3000,0,4.7,1,4.7,1.57,0,1,
5577,WR,"Gentry, Tanner",chi,gb,A,0,-3000,4.7,1,4.7,0,0,9,L
4605,TE,"Niklas, Troy",ari,sfo,H,2500,0,4.6,3,1.53,0.61,2,8,
4704,TE,"Tomlinson, Eric",nyj,jac,H,2500,0,4.5,1,4.5,1.8,0,11,
4685,TE,"Telfer, Randall",cle,cin,H,2500,0,4.4,2,2.2,0.88,1.4,9,
4707,TE,"Hollister, Jacob",ne,car,H,2500,0,4.4,2,2.2,0.88,2.9,9,
5580,WR,"Williams, Chad",ari,sfo,H,3000,0,4.3,2,2.15,0.72,1.8,8,
2931,RB,"Sims, Charles",tam,nyg,H,3900,0,4.2,2,2.1,0.54,2.3,1,
4629,TE,"Rodgers, Richard",gb,chi,H,2700,0,4.2,1,4.2,1.56,0,8,
5268,WR,"Latimer, Cody",den,oak,H,3000,0,4.2,3,1.4,0.47,0,5,
5455,WR,"Boyd, Tyler",cin,cle,A,3300,0,4.2,2,2.1,0.64,2.1,6,
5199,WR,"Austin, Tavon",lar,dal,A,3100,-300,4,3,1.33,0.43,0.4,8,L
5430,WR,"Clay, Kaelin",buf,atl,A,3000,0,3.8,2,1.9,0.63,3.8,6,
5582,WR,"Reynolds, Josh",lar,dal,A,3000,0,3.8,1,3.8,1.27,0,8,
2958,WR,"Thomas, De'Anthony",kan,was,H,3000,0,3.6,3,1.2,0.4,2.4,10,
5541,RB,"Williams, Jamaal",gb,chi,H,4400,0,3.6,3,1.2,0.27,0.6,8,
5566,RB,"Dayes, Matthew",cle,cin,H,3000,0,3.6,1,3.6,1.2,0,9,
5584,WR,"Leslie, Jordan",cle,cin,H,3700,0,3.6,1,3.6,0.97,3.6,9,
1433,QB,"Tolzien, Scott",ind,sea,A,4300,0,3.32,1,3.32,0.77,0,11,
5429,WR,"Bray, Quan",ind,sea,A,3000,0,3.2,3,1.07,0.36,3.2,11,
4609,TE,"Fells, Darren",det,min,A,2500,0,3.1,2,1.55,0.62,1.8,7,
5483,RB,"Washington, Dwayne",det,min,A,3800,0,3.1,2,1.55,0.41,0,7,
4682,TE,"Cross, Alan",tam,nyg,H,2500,0,3.1,2,1.55,0.62,1.5,1,
5387,WR,"Hardy, Justin",atl,buf,H,3000,0,2.9,1,2.9,0.97,0,5,
5515,WR,"Robinson, Demarcus",kan,was,H,3000,0,2.9,1,2.9,0.97,2.9,10,
5258,WR,"Robinson, Allen",jac,nyj,A,0,0,2.7,1,2.7,0,0,8,
5277,WR,"Campanaro, Michael",bal,pit,H,3000,-100,2.7,3,0.9,0.3,2,10,L
5526,RB,"Brown, Mack",was,kan,A,3000,0,2.7,1,2.7,0.9,2.7,5,
4651,TE,"Walford, Clive",oak,den,A,2500,0,2.6,2,1.3,0.52,0.9,10,
5377,WR,"White, Kevin",chi,gb,A,0,0,2.6,1,2.6,0,0,9,
5572,WR,"Darboh, Amara",sea,ind,H,3000,0,2.6,3,0.87,0.29,0,6,
5585,WR,"Brown, Noah",dal,lar,H,3000,0,2.3,1,2.3,0.77,2.3,6,
3885,WR,"Benn, Arrelious",jac,nyj,A,3000,0,2.2,1,2.2,0.73,0,8,
3978,WR,"Roberts, Andre",atl,buf,H,3000,0,2.2,3,0.73,0.24,2.2,5,
5486,WR,"Grant, Jakeem",mia,no,H,3000,0,2.2,2,1.1,0.37,2.2,1,
4363,TE,"Celek, Brent",phi,lac,A,2500,0,2.1,1,2.1,0.84,0,10,
2822,RB,"Sherman, Anthony",kan,was,H,3000,0,2.1,1,2.1,0.7,2.1,10,
5157,WR,"Quick, Brian",was,kan,A,3000,0,2.1,1,2.1,0.7,0,5,
2957,RB,"Williams, Damien",mia,no,H,3800,0,2.1,1,2.1,0.55,2.1,1,
4588,TE,"McGrath, Sean",lac,phi,H,2500,0,2,1,2,0.8,0,9,
5442,WR,"Williams, Kasen",cle,cin,H,3000,0,2,2,1,0.33,2,9,
4688,TE,"Vannett, Nick",sea,ind,H,2500,0,2,1,2,0.8,0,6,
5537,RB,"Conner, James",pit,bal,A,4500,0,2,2,1,0.22,0,9,
4535,TE,"Smith, Lee",oak,den,A,2500,0,1.9,1,1.9,0.76,0,10,
5283,WR,"Reedy, Bernard",tam,nyg,H,3000,0,1.9,2,0.95,0.32,1.9,1,
5498,WR,"Davis, Trevor",gb,chi,H,3000,0,1.9,3,0.63,0.21,0,8,
2959,RB,"Fluellen, David",ten,hou,A,3000,0,1.8,1,1.8,0.6,0,8,
5368,WR,"Matthews, Chris",bal,pit,H,3000,0,1.8,1,1.8,0.6,1.8,10,
4684,TE,"Sterling, Neal",nyj,jac,H,2500,0,1.8,2,0.9,0.36,0,11,
2899,RB,"Murray, Latavius",min,det,H,3200,0,1.7,3,0.57,0.18,0.5,9,
2825,RB,"Develin, James",ne,car,H,3000,0,1.6,1,1.6,0.53,0,9,
4708,TE,"Daniels, Darrell",ind,sea,A,2500,0,1.6,1,1.6,0.64,1.6,11,
2805,RB,"DiMarco, Patrick",buf,atl,A,3000,0,1.5,2,0.75,0.25,0,6,
5379,WR,"Perriman, Breshad",bal,pit,H,3000,0,1.5,3,0.5,0.17,0,10,
2916,RB,"Whittaker, Fozzy",car,ne,A,3000,0,1.3,2,0.65,0.22,1.2,11,
4637,TE,"Supernaw, Phillip",ten,hou,A,2500,0,1.3,1,1.3,0.52,1.3,8,
5506,WR,"Peake, Charone",nyj,jac,H,3000,0,1.3,1,1.3,0.43,0,11,
5097,WR,"Inman, Dontrelle",lac,phi,H,3200,-200,1.2,2,0.6,0.19,1.2,9,L
5406,RB,"Ripkowski, Aaron",gb,chi,H,3000,0,1.2,1,1.2,0.4,0,8,
5334,WR,"Hazel, Matt",ind,sea,A,0,0,1.1,1,1.1,0,0,11,
5446,RB,"Drake, Kenyan",mia,no,H,4000,0,0.9,2,0.45,0.11,1.2,1,
3191,RB,"Smith, Rod",dal,lar,H,3300,0,0.8,1,0.8,0.24,0,6,
5110,TE,"Paul, Niles",was,kan,A,2500,0,0.7,1,0.7,0.28,0.7,5,
5415,RB,"Burton, Michael",chi,gb,A,3000,0,0.7,2,0.35,0.12,0,9,
1239,QB,"Anderson, Derek",car,ne,A,5400,0,0.68,1,0.68,0.13,0.68,11,
5397,RB,"Zenner, Zach",det,min,A,3300,0,0.5,1,0.5,0.15,0.5,7,
1443,QB,"Savage, Tom",hou,ten,H,4400,0,0.48,1,0.48,0.11,0,7,
5374,RB,"Watson, Terrell",pit,bal,A,3000,0,0.4,2,0.2,0.07,0.3,9,
5402,RB,"Rawls, Thomas",sea,ind,H,3700,-300,0.4,1,0.4,0.11,0,6,L
5462,WR,"Cooper, Pharoh",lar,dal,A,3000,0,0.4,3,0.13,0.04,0.4,8,
5574,WR,"McKenzie, Isaiah",den,oak,H,3000,0,0.4,3,0.13,0.04,0.4,5,
3552,RB,"Jones, Matt",ind,sea,A,3000,3000,0.3,1,0.3,0.1,0.3,11,H
2896,RB,"Lacy, Eddie",sea,ind,H,3400,0,0.3,1,0.3,0.09,0,6,
5569,WR,"Switzer, Ryan",dal,lar,H,3000,0,0.3,3,0.1,0.03,0.3,6,
2549,RB,"Kuhn, John",no,mia,A,0,-3000,0.2,1,0.2,0,0,5,L
5482,RB,"Janovich, Andy",den,oak,H,3000,0,0.2,1,0.2,0.07,0.2,5,
5558,WR,"Ross, John",cin,cle,A,3300,0,0.2,1,0.2,0.06,0,6,
2871,RB,"Morris, Alfred",dal,lar,H,5100,-100,0.1,1,0.1,0.02,0,6,L
5414,RB,"Mostert, Raheem",sfo,ari,A,3000,0,0.1,1,0.1,0.03,0.1,11,
5561,RB,"Henderson, De'Angelo",den,oak,H,3600,0,0.1,1,0.1,0.03,0.1,5,
5568,RB,"Davis, Justin",lar,dal,A,3000,0,0.1,1,0.1,0.03,0,8,
3732,WR,"Weems, Eric",ten,hou,A,3000,0,0,2,0,0,0,8,
3860,WR,"Tate, Brandon",buf,atl,A,3000,0,0,2,0,0,0,6,
4499,TE,"Hoomanawanui, Michael",no,mia,A,2500,0,0,1,0,0,0,5,
5130,WR,"Harris, Dwayne",nyg,tam,A,3000,0,0,3,0,0,0,8,
2840,RB,"Todman, Jordan",hou,ten,H,3000,0,0,1,0,0,0,7,
4551,TE,"Allen, Dwayne",ne,car,H,2500,0,0,3,0,0,0,9,
4572,TE,"McDonald, Vance",pit,bal,A,2700,-100,0,1,0,0,0,9,L
4577,TE,"Toilolo, Levine",atl,buf,H,2500,0,0,1,0,0,0,5,
5215,WR,"Wheaton, Markus",chi,gb,A,3300,-200,0,1,0,0,0,9,L
2909,RB,"Coleman, Derrick",atl,buf,H,3000,0,0,1,0,0,0,5,
5388,WR,"Coates, Sammie",cle,cin,H,3100,0,0,1,0,0,0,9,
4666,TE,"Bell, Blake",min,det,H,2500,0,0,1,0,0,0,9,
5431,RB,"Hunt, Akeem",kan,was,H,3000,0,0,2,0,0,0,10,
5474,WR,"Carroo, Leonte",mia,no,H,3000,0,0,1,0,0,0,1,
5479,WR,"Moore, Chris",bal,pit,H,3000,0,0,1,0,0,0,10,
4681,TE,"Travis, Ross",kan,was,H,2500,0,0,2,0,0,0,10,
5504,RB,"Watt, Derek",lac,phi,H,3000,0,0,1,0,0,0,9,
5505,WR,"McEvoy, Tanner",sea,ind,H,3000,0,0,2,0,0,0,6,
4689,TE,"Koyack, Ben",jac,nyj,A,2500,0,0,1,0,0,0,8,
5518,WR,"Core, Cody",cin,cle,A,3000,0,0,1,0,0,0,6,
4694,TE,"Morgan, David",min,det,H,2500,0,0,1,0,0,0,9,
5531,WR,"Byrd, Damiere",car,ne,A,3000,0,0,3,0,0,0,11,
5573,RB,"Edmunds, Trey",no,mia,A,3000,0,0,2,0,0,0,5,
5576,WR,"Bolden, Victor",sfo,ari,A,3000,0,0,2,0,0,0,11,
1242,QB,"Fitzpatrick, Ryan",tam,nyg,H,4400,0,-0.2,1,-0.2,-0.05,0,1,
1484,QB,"Mannion, Sean",lar,dal,A,4200,0,-0.22,1,-0.22,-0.05,0,8,
1309,QB,"Henne, Chad",jac,nyj,A,4300,0,-0.3,1,-0.3,-0.07,-0.3,8,
5520,WR,"Raymond, Kalif",nyj,jac,H,0,-3000,-1,2,-0.5,0,0,11,L
